,YY,MM,DD,hh,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,station_id
18,2021,5,16.0,11.5,116.68140589569161,6.9387096774193555,8.626232078853047,1.2966801075268817,6.3510626702997275,4.679435483870968,109.41369863013699,1018.3541218637993,26.493525985663084,27.073561921949022,22.662738068563748,,42001
19,2021,6,15.499536607970343,11.497683039851715,138.70478413068844,5.51640787949015,6.933904982618771,0.969388888888889,5.6264244186046515,4.442930555555555,127.3935389133627,1015.2293790546803,27.770514603616135,28.244912689173457,24.461961057023643,,42001
20,2021,7,12.796610169491526,11.38135593220339,144.46583143507974,4.421610169491525,5.580847457627119,0.5630494037478705,5.555985267034991,4.059182282793866,138.48134328358208,1017.6640960451978,28.748022598870058,29.33856655290102,24.79635593220339,,42001
21,2020,1,15.979811574697173,11.494616419919247,128.50394410637819,6.355408438061041,8.293379712746859,1.4822284908321581,6.897489421720733,5.27031029619182,128.33760683760684,1019.6271646478242,23.36858426966292,24.167321178120616,18.1781797752809,,42001
22,2020,2,15.015834932821496,11.512715930902111,160.2639826422372,6.974255523535062,9.07891450528338,1.7156410256410255,6.8681196581196575,5.364017094017094,210.71304347826086,1023.0306861804223,23.32256669069935,23.73741588156124,18.320980533525596,,42001
23,2020,3,15.867606915377616,11.502957233848953,130.44248799451177,6.8808060109289615,8.59931693989071,,,,,1065.9987488626023,26.194615032080662,,20.997914757103572,,42001
24,2020,4,15.5,11.5,128.26593764541647,6.734406112526048,8.512016670525584,,,,,1013.6254398148149,25.8596214511041,,20.043217665615142,,42001
25,2020,5,16.00246470983643,11.499887967734708,130.60781214721155,5.391995515695067,7.023946188340807,,,,,1014.888550302487,,,,,42001
26,2020,6,15.5,11.5,110.41894098437136,6.010094929381801,7.547742532993749,,,,,1014.7019217411437,,,,,42001
27,2020,7,16.305925030229748,11.390810157194679,152.40499878670227,4.365037503024437,5.666924751996129,,,,,1015.1588875453447,,,,,42001
28,2020,8,15.993050885451693,11.500112082492715,146.31663437586494,3.802418246771091,5.105578455619676,,,,,1014.0327505043712,,,,,42001
29,2020,9,10.433170048985305,11.420923722883135,,,,,,,,1016.1067879636109,,,,,42001
30,2019,6,13.784939759036144,11.519277108433736,180.47204593532788,2.116812292859295,3.4357336547152757,0.18932234432234432,5.355736434108527,6.158168498168498,83.32558139534883,1022.7055120481928,28.329322853688026,29.527425614489005,23.076904474002415,,42001
31,2019,7,15.995515695067265,11.492825112107623,151.95377677564827,4.578136924803591,5.915218855218855,0.6505420054200542,5.554294205052006,4.191924119241192,158.05349182763746,1015.9692600896861,28.980238041769592,29.89907449209932,25.047810464855154,,42001
32,2019,8,16.01278600269179,11.50112157918349,159.76218411552347,3.8343960484957345,5.0177144140098795,0.5677266576454668,5.311979166666667,4.121339648173207,163.28849028400597,1020.9106325706595,29.634487410071944,30.411116121758734,25.311915467625898,,42001
33,2019,9,15.5,11.5,108.4187134502924,5.719522927281149,7.373552570634553,1.130278164116829,6.858205841446454,4.922141863699583,105.83497884344146,1014.3942129629629,29.152987494210283,30.024039133473096,24.884622510421494,,42001
34,2019,10,15.997982062780268,11.495515695067265,118.07799819657349,6.096568737385064,7.779546983628617,1.2783580080753703,6.551938088829072,4.9535935397039035,115.14090287277702,1012.8601121076232,27.884817223592734,28.923258958755916,24.406257008297825,,42001
35,2019,11,15.5,11.5,112.42101600556715,5.833341051169253,7.546260708497337,1.224728789986092,6.216592489568845,4.800778859527122,120.71708683473389,1017.6237499999999,23.945897079276776,25.56240111679851,19.476031525266574,,42001
36,2019,12,16.0,11.5,171.9937177473637,5.709818426361802,7.383568706568034,1.3545883940620782,6.501124661246612,5.0132793522267205,176.0840108401084,1019.0646505376343,23.22485989688411,23.944111010830326,19.113113651647613,,42001
37,2018,1,15.998204667863554,11.503815080789947,129.36779279279278,7.481414141414141,9.897014590347924,1.7822072678331091,7.143620457604307,5.275746971736205,135.12244897959184,1023.9747307001796,20.097755331088663,24.26617746669677,14.095510662177329,,42001
38,2018,2,14.500372300819063,11.501613303549268,134.19810851169737,6.036460660213453,7.461255894762969,1.1386438152011922,6.366736214605067,4.6177645305514154,106.75562218890555,1020.3675105485232,24.411715065773144,24.585269192422732,21.039488706875158,,42001
39,2018,3,16.004930524428506,11.502465262214253,132.6731805929919,6.712651413189771,8.610004486316734,1.2780352303523035,6.131382113821139,4.6455826558265585,140.34192672998643,1019.1842671447781,22.88490354419022,24.729374718848405,17.440331987438313,,42001
40,2018,4,15.503937007874017,11.501157943492357,136.6274099883856,5.5656235512285575,7.110152990264256,0.9454698457223002,5.751207386363636,4.337307152875176,174.24358974358975,1020.465910143585,23.82686601761706,25.14246511627907,18.900533147890588,,42001
41,2018,5,16.003139013452916,11.5,120.80217785843921,5.384073575594437,6.68950201884253,0.843554054054054,6.061783783783784,4.279824324324324,114.45130315500685,1016.7280269058296,26.642821893225662,27.340622182146078,22.246253925527142,,42001
42,2018,6,15.5,11.5,144.53559007651288,4.620509259259259,5.879583333333334,0.7195555555555556,5.357731213872832,4.137402777777778,151.32272069464545,1015.8012500000001,28.374699074074073,29.041753896254942,24.089444444444442,,42001
43,2018,7,16.0,11.5,172.8371254787114,2.9903406544150606,4.037920215150157,0.424433962264151,5.609794628751975,4.085107816711591,172.71246006389777,1020.8941756272401,29.130165844912597,30.053258173618943,23.980188256387272,,42001
44,2018,8,16.002694812485963,11.511116101504603,140.16776241215143,3.8790786516853935,5.111078651685393,0.5856275303643724,4.904111888111888,3.9296356275303643,128.44050991501416,1019.079654165731,29.153797752808988,30.323129097897358,24.076943820224717,,42001
45,2018,9,11.40764331210191,11.413694267515924,139.92149292149293,4.330771683673469,5.67203443877551,0.8110325047801148,5.784633123689727,4.365602294455067,116.28541226215644,1028.2691719745224,28.83376913265306,29.976545978852933,24.35226114649682,,42001
46,2016,12,31.0,23.0,176.0,7.9,9.3,1.56,5.88,4.93,131.0,1014.7,24.7,24.8,20.7,,42001
47,2017,1,16.018842530282637,11.488559892328398,158.01216216216216,7.209421265141319,8.862314939434723,1.6835800807537014,7.043418573351279,5.341790040376851,163.8170731707317,1018.2328398384926,22.34656796769852,24.156662180349933,17.39744279946164,,42001
48,2017,2,14.496274217585693,11.490312965722802,146.71964017991004,5.9223546944858425,7.203427719821162,1.1327719821162445,6.057347242921013,4.716512667660209,134.29041916167665,1016.8614008941878,22.814754098360655,23.87973174366617,18.773621460506707,,42001
49,2017,3,15.952574525745257,11.494579945799458,113.78142076502732,6.244444444444444,7.630758807588076,1.3522764227642277,6.548983739837398,5.055745257452575,96.7425068119891,1019.8390243902438,22.865040650406506,24.20216802168022,18.564634146341465,,42001
50,2017,4,28.19178082191781,12.146118721461187,139.71080669710807,8.678386605783865,10.842313546423135,1.7676363636363637,6.768090909090909,4.96190909090909,149.9090909090909,1009.582191780822,25.754794520547946,25.07393292682927,25.10715372907154,,42001
51,2017,5,15.495806150978565,11.51071761416589,138.2801602262017,5.84187456283516,7.362042434133831,1.0490042075736326,5.6609396914446,4.384656381486677,164.743661971831,1018.1893289841565,25.404968509447166,25.884144059869037,22.486027525075812,,42001
52,2017,6,15.5,11.5,128.70156213569598,5.8679786987728635,7.342069923593424,1.0916689847009735,5.960028368794326,4.495563282336579,133.94420600858368,1012.7398379629628,27.300926140310256,27.586106585990226,25.41335957397546,,42001
53,2017,7,16.008980691513248,11.483161203412664,131.78660330391492,3.5426645697596046,4.56971467086048,0.43393775372124493,4.777342995169082,3.7182949932341005,140.9513776337115,1019.1212617871576,29.170613345315658,29.891420185143375,25.32105144911256,,42001
54,2017,8,15.99596140901952,11.488220776306934,136.0217539089055,4.855398428731762,6.223591470258136,0.8593378378378378,5.960284495021337,4.386837837837838,166.83741007194246,1016.7768229750953,29.50763187429854,30.405443867178676,25.713288439955107,,42001
55,2017,9,15.5,11.5,108.19219078793547,4.834984950219958,6.148159296133365,0.911933240611961,5.6884422809457575,4.293073713490959,114.4108635097493,1015.1559953703704,28.22792313035425,29.071861169345446,24.486709886547814,,42001
56,2017,10,16.0,11.5,126.88352144469526,6.774075733811338,8.74481290611696,1.6178032345013478,7.0427088948787056,5.171684636118599,136.7899045020464,1016.3508064516129,26.7837553215326,28.31365579302587,22.235290163567107,,42001
57,2017,11,15.497220935618342,11.496526169522927,100.27718152123192,5.454423344140806,7.275196850393701,1.204019471488178,6.43162726008345,4.943004172461753,88.33566433566433,1017.069870310329,24.796641186008802,27.07430102516309,18.96854296965485,,42001
58,2017,12,16.0,11.5,165.32898876404494,5.581031390134529,7.335941704035874,1.2554655870445344,6.370761904761905,4.853751686909582,137.0971272229822,1021.6043458781362,23.727937219730943,25.9864219770322,18.634686098654708,,42001
59,2016,3,30.615384615384617,13.23076923076923,135.46153846153845,8.369230769230768,9.987179487179487,1.5820512820512822,6.282051282051282,4.964358974358975,98.29729729729729,1011.5846153846154,24.55128205128205,23.94871794871795,23.323076923076922,,42001
60,2016,4,15.479833101529902,11.497913769123784,131.1279887482419,5.62183588317107,6.807232267037552,1.1369819193324062,6.18951321279555,4.754700973574409,117.04915730337079,1015.1339360222532,24.17663421418637,24.654937413073714,20.28692628650904,,42001
61,2016,5,16.028416779431666,11.476319350473613,129.00136054421768,5.448985115020298,6.569824086603519,0.9216508795669824,5.588741542625169,4.374654939106901,122.37449118046133,1014.9533152909337,26.17618403247632,26.53342354533153,22.464411366711772,,42001
62,2016,6,15.555084745762711,11.463276836158192,138.5744680851064,4.42725988700565,5.397316384180791,0.6564265536723164,6.087725988700565,4.260353107344633,124.4971590909091,1015.3045197740113,28.389689265536724,29.23912429378531,24.478531073446327,,42001
63,2016,7,16.041891891891893,11.522972972972973,130.86885245901638,4.0014864864864865,5.0124324324324325,0.6745405405405406,6.362918918918919,4.536351351351351,139.98507462686567,1017.3040540540541,29.491486486486487,30.43797297297297,24.882567567567566,,42001
64,2016,8,15.959404600811908,11.54533152909337,112.86802721088435,4.715020297699594,5.843572395128551,0.884167794316644,6.358173207036535,4.970825439783491,130.7940379403794,1014.8916102841679,29.645602165087954,30.46644113667118,25.148849797023004,,42001
65,2016,9,15.497214484679665,11.504178272980502,134.47954866008462,4.05125348189415,5.099442896935933,0.6557103064066853,5.248467966573816,4.278509749303621,127.10644257703082,1014.9694986072423,28.788300835654596,30.20181058495822,24.518802228412255,,42001
66,2016,10,16.013623978201636,11.423705722070844,66.29001367989056,6.701634877384196,8.171525885558582,1.4052588555858312,7.321648501362398,5.057302452316076,76.55042016806723,1015.5711171662125,27.321117166212534,28.55326975476839,21.638964577656676,,42001
67,2016,11,15.491620111731844,11.55586592178771,87.04908835904628,6.294134078212291,7.71913407821229,1.3315223463687151,6.6348743016759775,4.990335195530726,92.66,1017.8431564245809,24.639385474860333,26.14203910614525,18.90027932960894,,42001
68,2016,12,15.9702300405954,11.496617050067659,102.1188524590164,6.6765899864682,8.034100135317997,1.4176995940460082,6.916779431664412,5.146711772665765,104.00409836065573,1019.009201623816,23.923004059539917,25.077943166441134,20.69824086603518,,42001
69,2014,12,31.0,23.0,26.0,9.9,12.2,1.83,6.67,5.24,,1022.1,22.2,24.5,19.7,,42001
70,2015,1,16.0,11.5,142.21592442645075,6.961827956989247,8.74005376344086,1.4733916554508748,6.762691790040377,5.1888425302826375,,1021.0670698924731,22.13467741935484,25.06438172043011,16.37577388963661,,42001
71,2015,2,14.5,11.5,152.85565476190476,6.811160714285715,8.63452380952381,1.375321375186846,6.55918057663126,5.005964125560538,,1019.4248511904761,21.196428571428573,24.998511904761905,14.483184523809525,,42001
72,2015,3,15.995956873315365,11.508086253369273,134.3337837837838,6.3204851752021565,7.750539083557951,1.0073819163292848,5.886438953488372,4.483427800269905,,1019.0198113207547,24.398247978436657,26.3777628032345,19.00902964959569,,42001
73,2015,4,15.5,11.5,151.65041782729804,6.549305555555556,7.778611111111112,1.0006703910614525,5.807779329608938,4.312974860335196,,1014.5566666666667,26.10736111111111,26.79152777777778,21.753611111111113,,42001
74,2015,5,16.0,11.5,105.12737127371274,6.097983870967742,7.316532258064516,0.8989516129032259,5.500746268656716,4.344663978494624,,1017.5342741935484,26.67701612903226,27.21021505376344,21.679435483870968,,42001
75,2015,6,15.486787204450627,11.49374130737135,117.69220055710306,4.6400556328233655,5.746592489568846,0.7435326842837274,5.532272727272727,4.363657858136301,,1016.651321279555,27.881641168289292,28.734770514603614,23.103616133518777,,42001
76,2015,7,16.0,11.5,177.07432432432432,3.7486559139784945,4.70255376344086,0.5436204576043069,5.032924791086351,4.05207267833109,,1017.550806451613,28.936559139784944,29.811424731182797,23.704973118279568,99.9,42001
77,2015,8,21.84988962472406,11.642384105960264,121.869918699187,3.7379234167893967,4.872312223858616,0.4656675749318801,5.051372239747634,4.00683923705722,199.99180327868854,1015.5674760853568,28.88739867354458,30.01812822402358,23.06109064112012,99.9,42001
78,2015,9,13.082528291471156,11.436102677339221,102.04409712531398,4.6361302787744965,6.010157328181065,0.6211627906976744,5.375839285714285,4.02953488372093,140.90357142857144,1014.3682583494342,28.44882693900083,29.753325972950595,24.123544024289263,,42001
79,2014,1,3.875,10.5,165.25,2.957142857142857,3.6,0.82,7.14,5.01,,3262.7625,21.3,22.54,17.849999999999998,,42001
80,2014,7,24.325581395348838,11.686046511627907,179.19767441860466,3.104651162790698,4.0770348837209305,0.4940762463343108,6.341017964071857,4.376480938416423,,1017.6188953488373,29.242441860465114,30.521511627906975,23.939825581395347,,42001
81,2014,8,16.0,11.5,137.0,3.980510752688172,5.034274193548387,0.5506603773584905,4.805208681135226,3.910309973045822,,1015.9877688172044,29.280510752688173,30.46048387096774,24.342741935483872,,42001
82,2014,9,15.5,11.5,123.67130919220055,4.156666666666667,5.1530555555555555,0.658899721448468,5.989284603421462,4.367896935933148,,1014.9916666666667,28.46736111111111,29.564027777777774,24.0675,,42001
83,2014,10,16.0,11.5,122.33923705722071,5.450134408602151,6.731989247311828,0.8785983827493261,5.71915107913669,4.407439353099731,,1015.7520161290323,26.50201612903226,27.857795698924733,20.093682795698925,,42001
84,2014,11,15.5,11.5,145.79131652661064,6.636388888888889,8.301388888888889,1.4478690807799441,6.743231197771588,5.040529247910864,,1019.8915277777778,22.513749999999998,25.106805555555557,15.814305555555555,,42001
85,2014,12,15.979811574697173,11.484522207267833,133.5587044534413,5.618304172274562,7.065948855989233,1.074384303112314,6.140906630581868,4.764384303112314,,1019.5815612382233,23.21951547779273,25.23378196500673,17.71130551816958,,42001
86,2012,12,31.0,23.0,118.0,4.6,5.3,0.96,5.88,4.81,,1019.8,22.3,22.6,16.8,,42001
87,2013,1,16.0,11.5,114.3527815468114,6.602016129032258,8.038172043010752,1.48778677462888,6.845182186234817,5.196437246963563,,1032.5591397849462,21.574059139784946,22.70967741935484,17.05295698924731,,42001
88,2013,2,14.5,11.5,154.13561847988078,6.286904761904762,7.655059523809523,1.2848137108792848,6.181415797317436,4.815618479880775,,1017.125744047619,21.16324404761905,22.197321428571428,16.497619047619047,,42001
89,2013,3,16.02834008097166,11.512820512820513,150.7361299052774,6.780161943319839,8.422132253711201,1.444708276797829,6.563419267299864,4.999837177747626,,1018.9021592442645,19.844804318488528,21.9361673414305,13.427125506072874,,42001
90,2013,4,15.49374130737135,11.50625869262865,122.66061452513966,7.416272600834493,8.921835883171072,1.409721059972106,6.380083682008368,4.836192468619247,,1027.6961057023643,23.611404728789985,24.35271210013908,20.207927677329625,,42001
91,2013,5,16.01212938005391,11.49056603773585,142.48579161028417,6.332479784366576,7.618194070080862,1.057740189445196,5.628319672131148,4.37427604871448,,1016.5254716981133,24.897304582210243,25.80148247978437,20.24380053908356,,42001
92,2013,6,15.5,11.5,125.68251748251748,4.298333333333334,5.245416666666666,0.7090820584144645,6.81,4.575702364394993,,1015.3679166666667,27.752777777777776,28.514444444444447,23.299444444444443,,42001
93,2013,7,15.99056603773585,11.508086253369273,162.91858887381275,3.9777628032345014,4.9696765498652296,0.734366576819407,6.52055944055944,4.6099865229110515,,1016.9586253369273,27.842452830188677,28.825606469002693,22.64932614555256,,42001
94,2013,8,15.974358974358974,11.529014844804319,137.04748982360923,4.195411605937922,5.344534412955466,0.8003387533875338,6.083753424657535,4.758265582655826,,1028.315519568151,28.999595141700407,29.66140350877193,23.240485829959514,,42001
95,2013,9,15.5,11.5,114.55182072829132,6.201805555555556,7.563055555555555,1.1295821727019497,6.032910662824207,4.689721448467966,,1013.3897222222222,28.877499999999998,29.159444444444443,23.214444444444446,,42001
96,2013,10,16.129427792915532,11.497275204359672,115.75757575757575,5.990463215258855,7.427792915531335,1.162200825309491,6.162987377279102,4.669449793672627,,1028.3771117166214,26.94441416893733,27.606130790190736,19.713215258855588,,42001
97,2013,11,13.05,11.431666666666667,81.92087542087542,7.48428093645485,8.972495755517826,1.8313139931740616,7.575460750853242,5.523344709897611,,1152.4281666666668,25.0503367003367,25.69269949066214,20.23327702702703,,42001
98,2013,12,22.04255319148936,11.617021276595745,139.13333333333333,5.1395348837209305,5.972,1.274,7.537999999999999,5.368,,3503.1191489361704,21.887179487179488,23.293333333333333,17.290625,,42001
99,2011,12,31.0,23.0,140.0,5.2,6.0,0.35,5.26,3.63,,1020.8,24.1,24.1,17.9,,42001
100,2012,1,16.024291497975707,11.502024291497976,146.90945945945947,6.655735492577597,8.306072874493927,1.325054347826087,6.3636005434782605,4.9622690217391305,,1021.1635627530363,21.682051282051283,23.960728744939274,14.906882591093117,,42001
101,2012,2,14.985611510791367,11.483453237410071,115.99421965317919,7.072661870503597,8.639568345323742,1.5070172910662822,6.611066282420749,5.211325648414985,,1018.6251798561151,22.258129496402876,23.845611510791368,18.212517985611512,,42001
102,2012,3,16.006729475100943,11.51278600269179,128.2038043478261,6.103364737550471,7.486137281292059,1.276742934051144,6.487445054945055,5.101413189771198,,1018.3815612382234,23.599327052489905,23.93109017496635,18.9978465679677,,42001
103,2012,4,15.492350486787204,11.504867872044507,134.12412831241284,5.889568845618916,7.1831710709318495,1.0835854341736695,5.892170868347339,4.6253641456582635,,1015.929207232267,23.73949930458971,24.56230876216968,18.23435326842837,,42001
104,2012,5,15.99055330634278,11.470985155195681,122.41001353179973,3.7955465587044532,4.670175438596491,0.6679132791327913,5.756681957186544,4.421355013550135,,1014.7350877192982,25.89608636977058,26.5140350877193,21.153846153846153,,42001
105,2012,6,15.520891364902507,11.488857938718663,147.58938547486034,4.9643454038997215,6.070473537604458,0.9749093444909345,6.34339514978602,4.686150627615063,,1013.1518105849582,27.47534818941504,28.23871866295265,23.3541782729805,,42001
106,2012,7,16.0,11.5,134.3509485094851,3.043817204301075,3.9489247311827955,0.4137601078167116,5.969133522727272,4.235336927223719,,1017.6868279569892,28.629166666666666,29.79583333333333,22.739247311827956,,42001
107,2012,8,15.983827493261456,11.475741239892184,149.7740189445196,5.3528301886792455,6.63733153638814,1.0172027027027026,6.837283236994219,4.755864864864865,,1014.8233153638814,29.061051212938004,30.007277628032348,22.959810554803788,,42001
108,2012,9,15.5,11.5,132.10739191073918,4.838888888888889,6.0223611111111115,0.8111994421199442,5.626048850574713,4.453598326359833,,1015.9972222222223,27.905277777777776,29.220000000000002,22.172083333333333,,42001
109,2012,10,16.0,11.5,137.56720430107526,5.679569892473118,7.085733512786002,1.186900269541779,6.516859838274933,4.965822102425876,,1015.6208333333334,26.006720430107528,27.991397849462363,18.788172043010753,,42001
110,2012,11,15.517385257301807,11.484005563282336,114.22097902097902,5.742559109874826,7.262726008344923,1.0542002781641169,5.835943661971831,4.522392211404728,,1020.8974965229486,22.898609179415853,25.534631432545204,14.630876216968012,,42001
111,2012,12,15.979811574697173,11.484522207267833,152.57181571815718,6.328936742934051,7.8025572005383586,1.300796221322537,6.311012145748988,4.832753036437247,,1018.3535666218035,21.964602960969046,23.59421265141319,16.034185733512786,,42001
112,2010,12,31.0,23.0,127.0,8.7,9.9,2.34,7.69,6.06,,1012.2,23.2,22.0,23.2,,42001
113,2011,1,16.014804845222073,11.484522207267833,158.37077131258457,6.380753701211305,7.875471698113208,1.3025205479452056,6.11027397260274,4.78613698630137,,1017.3364737550471,19.13593539703903,21.388409703504045,15.964468371467026,,42001
114,2011,2,14.497757847533633,11.538116591928251,124.06475903614458,6.356203288490284,7.7514242878560715,1.2040060240963857,6.229578313253011,4.722560240963856,,1045.1674140508221,20.163922155688624,21.85097451274363,18.32634730538922,,42001
115,2011,3,16.004037685060567,11.51278600269179,138.1508152173913,5.251816958277254,6.393943472409152,1.163292847503374,6.431619433198381,4.938191632928475,,1016.8183041722746,22.64979811574697,23.126110363391657,21.472812920592194,,42001
116,2011,4,15.5,11.5,120.8817802503477,6.526666666666666,7.789305555555556,1.2555462184873951,5.939145658263306,4.690966386554622,,1013.9843055555555,24.585694444444446,24.519166666666667,23.28831168831169,,42001
117,2011,5,16.002691790040377,11.496635262449528,148.85405405405405,6.579676985195155,7.9289367429340505,1.1054312668463613,5.768787061994608,4.530404312668463,,1013.2118438761777,26.36742934051144,27.060969044414534,,,42001
118,2011,6,15.5,11.5,104.76323119777159,5.547083333333333,6.643055555555556,0.737009735744089,5.5468636363636366,4.110681502086231,,1014.0577777777778,28.033333333333335,28.674166666666668,,,42001
119,2011,7,16.0,11.5,88.1639344262295,3.8047043010752684,4.746102150537634,0.5104979811574697,5.356406995230524,4.0447240915208615,,9262.404032258064,28.224590163934426,28.311475409836067,,,42001
120,2011,8,16.0,11.5,,3.06008064516129,3.9993279569892475,0.38008064516129036,4.867406082289803,3.9403897849462366,,9999.0,,,,,42001
121,2011,9,15.471988795518207,11.455182072829132,108.70441458733205,5.583053221288516,6.952594670406732,0.9887766714082504,6.003943870014771,4.614281650071124,,3431.4607843137255,28.064627151051624,29.17036328871893,21.855449330783937,,42001
122,2011,10,16.0,11.5,94.73097826086956,6.973790322580645,8.651209677419354,1.4306048387096773,6.721340629274966,4.889166666666666,,1015.8448924731182,25.353360215053765,27.315725806451614,17.681854838709675,,42001
123,2011,11,15.513212795549373,11.515994436717664,150.38515406162466,6.742420027816412,8.296244784422809,1.5781780250347706,7.203157162726008,5.316077885952712,,1018.8980528511821,23.60111265646732,25.216968011126564,17.306536856745478,,42001
124,2011,12,15.979811574697173,11.484522207267833,123.26322930800542,6.201749663526244,7.7223418573351275,1.4286253369272237,6.875067934782609,5.194204851752022,,1021.0947510094213,22.66958277254374,24.512382234185736,16.620861372812918,,42001
125,2009,12,31.0,23.0,,1.6,2.3,,,,,1017.6,,24.0,,,42001
126,2010,1,16.048582995951417,11.461538461538462,,7.141160593792173,8.901889338731444,,,,,1019.1427800269906,,22.047233468286098,,,42001
127,2010,2,14.5,11.5,,7.544047619047619,9.306855439642325,,,,,1015.9127976190476,,20.7618479880775,,,42001
128,2010,3,16.0,11.5,,6.590322580645161,8.031493943472409,,,,,1027.7493279569892,,20.35908479138627,,,42001
129,2010,4,3.963855421686747,11.367469879518072,,5.209036144578313,6.037951807228915,,,,,1016.7487951807228,,21.509638554216867,,,42001
130,2010,5,31.0,18.5,135.83333333333334,5.03,6.32,,,,,1015.1,26.583333333333332,28.22,23.150000000000002,,42001
131,2010,6,15.5,11.5,118.44209039548022,5.315833333333334,6.344027777777778,,,,,1014.8765277777777,28.787916666666664,29.30027777777778,25.079305555555553,,42001
132,2010,7,16.0,11.5,127.05390835579514,5.678225806451613,6.837365591397849,,,,,1015.575940860215,28.950940860215052,29.775537634408604,24.858064516129033,,42001
133,2010,8,16.0,11.5,163.164199192463,4.231586021505376,5.20994623655914,,,,,1013.7860215053764,29.371908602150537,30.653223593964334,24.88266129032258,,42001
